Hispanic_ACS_10_14,NH_White_alone_ACS_10_14,NH_Blk_alone_ACS_10_14,NH_AIAN_alone_ACS_10_14,NH_Asian_alone_ACS_10_14,NH_NHOPI_alone_ACS_10_14,NH_SOR_alone_ACS_10_14
120,2282,42,6,0,0,0
401,3680,153,14,60,0,0
483,2798,169,27,5,0,0
284,3446,127,0,13,7,0
93,1566,151,2,14,0,0
220,1839,421,0,0,0,0
1661,3627,369,0,0,0,0
533,2889,151,0,0,7,0
1167,2499,223,0,25,0,0
976,3718,343,0,0,0,0
118,1909,95,0,0,0,0
319,1332,37,0,4,4,0
754,1309,78,14,11,0,10
1319,1064,48,0,1,0,0
2119,1503,115,3,0,0,0
169,969,12,0,9,0,0
5159,170,2896,0,0,0,0
1324,11,1990,0,9,0,15
3137,296,4775,0,0,0,0
746,94,2892,0,0,0,0
463,319,4545,0,0,0,17
853,352,2760,0,126,0,0
1043,218,7844,0,127,0,0
419,50,1328,26,0,0,0
758,452,1838,0,638,0,20
3696,790,10438,0,31,0,0
1208,2775,4264,0,2737,0,0
1450,196,3602,0,100,0,0
795,3432,963,59,59,12,35
1548,1816,3089,0,79,0,16
3632,1022,3173,9,624,0,0
2150,644,3253,0,340,0,0
1213,756,1153,0,426,0,6
1676,1821,1579,56,3269,0,53
842,1925,1888,12,2722,0,0
268,339,417,0,483,0,104
685,2813,507,0,1980,0,36
160,1903,74,0,1027,0,0
329,3281,603,0,871,0,0
469,1235,692,11,506,0,27
820,2112,167,0,617,0,0
1091,1823,1014,0,4298,22,0
927,1576,1523,0,1815,0,0
158,2221,87,0,814,0,0
916,1965,346,0,186,0,0
2428,1399,1460,18,2760,0,0
1697,4171,196,11,2536,0,0
4656,1793,1023,0,2020,0,62
2574,1283,1951,20,1401,0,0
6065,782,2352,70,794,0,0
2399,628,2426,0,1287,0,49
4865,1624,3305,0,5534,0,152
1082,2745,1670,0,1466,0,0
1061,1845,1730,0,3134,0,16
8672,8334,9422,23,7922,0,0
647,5409,352,12,821,0,35
1741,3654,766,15,2626,0,0
2117,7223,367,0,2981,0,165
7583,27226,3379,108,7366,0,0
3004,10440,823,0,2307,0,29
1298,5460,787,0,337,0,23
608,3614,242,21,68,0,29
3082,10432,2038,33,1165,0,0
1097,5741,831,0,373,0,0
1272,5704,38,0,74,0,0
577,765,1004,0,0,0,0
2009,2463,1022,0,3758,0,0
514,4498,406,0,3561,0,0
391,1508,608,37,6347,0,78
940,3814,93,70,2964,0,0
948,3691,483,18,1631,0,14
282,3102,58,0,2143,0,21
1116,2508,1180,26,3893,0,0
1017,3868,400,100,7074,0,29
669,2558,2563,0,1964,0,0
2100,9122,5257,0,1837,0,7
290,2779,142,0,402,0,28
1269,5191,297,0,632,0,23
2163,2834,622,19,180,0,0
1320,1162,1246,14,1353,0,0
2536,3837,2940,23,2563,5,0
3074,1442,775,0,12,0,0
4440,397,724,0,1,0,0
2425,304,436,26,18,0,0
5144,3453,1242,0,540,0,0
4457,1347,393,6,7,0,0
4261,1969,584,0,10,0,9
3526,2625,479,0,0,0,0
5245,4315,2351,9,1002,0,32
2325,3621,12,13,14,0,0
1241,4377,600,40,0,0,0
1454,1227,603,0,0,0,0
291,4765,17,31,0,0,0
498,1771,456,42,27,6,0
600,1963,0,0,0,0,0
1093,3722,535,65,29,0,0
215,918,152,7,0,0,0
209,399,419,0,0,0,0
101,1883,443,9,0,0,0
506,3472,497,15,0,0,0
398,2228,440,0,0,0,0
277,753,688,3,2,0,0
4873,1437,225,0,5,0,81
5778,755,40,0,37,0,0
3271,883,375,0,12,0,0
2579,1013,83,0,0,0,0
1622,7205,108,51,1,58,0
2881,2612,90,39,81,0,51
682,4509,187,0,121,0,0
523,3809,34,0,220,0,0
300,1645,69,0,70,0,4
1088,6263,78,77,93,0,0
718,4914,149,0,516,0,9
436,2624,365,0,369,0,0
2272,7331,622,14,823,0,0
2273,9457,931,0,698,0,170
3825,7243,1651,0,619,0,0
2173,5994,647,0,899,0,0
713,2079,645,0,81,0,0
1626,2512,808,12,195,0,0
497,1152,8,0,0,7,0
4956,4784,1290,0,150,0,0
3674,11901,1814,0,847,0,0
222,2950,424,0,367,0,0
1212,3170,257,25,129,0,0
630,6101,346,0,231,0,0
844,5572,129,6,156,0,16
672,1143,0,9,0,0,0
2746,4601,177,119,229,0,0
973,2858,73,25,370,0,24
2201,3389,2717,0,108,0,0
1571,3309,365,88,0,0,0
1681,1794,622,0,1,0,0
2027,4390,452,0,0,0,0
1000,1083,991,0,0,0,0
2620,2766,1203,22,0,0,150
460,530,889,0,0,0,0
399,684,3242,0,0,0,0
897,847,635,0,72,0,0
1173,1016,385,0,25,0,0
532,687,1736,0,0,0,0
628,1489,1312,0,11,0,46
440,1782,1877,0,7,0,5
782,4374,225,11,97,0,0
1069,5998,0,73,62,0,0
163,834,0,30,0,0,0
1405,7257,0,0,70,0,0
1313,2734,687,0,23,0,0
511,547,994,0,0,0,0
393,3456,295,0,45,0,6
96,1827,0,0,0,0,0
744,1584,1005,5,5,0,15
297,532,176,0,37,0,0
311,1690,311,0,676,0,0
469,1407,544,0,235,0,0
982,1471,706,6,61,0,0
117,397,132,9,82,0,0
333,209,1268,0,0,0,0
525,251,911,0,0,0,0
391,689,339,0,0,0,0
708,940,298,0,5,0,0
990,888,302,4,22,0,0
586,389,589,0,19,0,9
978,221,547,0,16,0,4
1014,782,461,0,10,0,0
2176,910,481,0,79,0,0
253,738,68,0,65,0,0
969,1622,632,8,330,0,9
652,1445,62,18,86,0,0
1285,1682,419,0,204,0,0
443,1448,173,27,79,0,19
255,1086,43,11,45,0,0
221,2128,9,22,0,0,0
935,938,991,0,0,0,0
0,0,0,0,0,0,0
3463,2516,327,23,3,0,3
491,3150,0,0,0,0,19
401,3604,0,1,0,18,11
1405,5604,57,0,91,0,0
1905,4561,0,0,0,0,0
1079,2515,1,0,0,0,0
346,844,0,0,0,0,0
1247,2671,224,0,20,8,0
1350,1652,120,0,0,0,4
1601,1466,329,0,14,0,0
1694,2729,330,0,0,0,0
1999,972,564,0,29,0,0
1204,938,64,0,0,0,0
2332,1373,72,0,0,0,0
915,1282,37,0,0,0,0
720,3057,517,31,20,4,0
615,3587,28,13,41,0,0
907,3822,12,22,11,0,0
1200,1611,67,64,7,0,7
891,861,45,15,11,0,6
774,1440,44,9,0,0,14
705,870,232,0,5,0,0
161,4021,131,22,99,0,0
46,2634,292,48,0,28,0
197,1772,207,50,8,0,0
187,3926,6,135,0,0,91
163,4104,62,57,7,0,0
158,3159,0,0,14,0,0
359,2525,173,87,0,0,0
404,1918,655,38,12,17,39
277,829,79,23,43,0,0
151,3114,47,178,0,9,0
462,2881,662,79,32,0,0
292,5393,79,34,13,0,0
125,3083,67,18,112,0,0
563,4761,910,17,94,0,0
379,3254,37,30,4,0,0
622,5694,49,96,14,0,0
1014,4523,357,166,24,4,0
457,2630,351,16,91,3,0
1034,3007,695,0,144,0,0
2310,3322,1148,55,162,0,0
992,3001,362,91,110,0,0
502,5521,6,35,129,0,10
197,4714,46,15,27,3,0
357,5109,23,30,11,0,0
1504,8655,86,80,29,12,0
1647,1124,470,0,0,0,0
1387,3686,852,15,0,0,9
541,3797,821,0,23,0,19
239,2342,228,121,129,0,0
234,2419,640,29,14,0,0
273,4518,277,11,227,0,0
341,2849,1151,0,92,0,0
405,6314,603,0,171,0,42
691,3614,527,69,101,0,0
2356,4050,942,35,0,0,0
942,1397,604,6,6,0,0
1042,1062,500,8,19,0,0
692,1677,1376,0,38,0,12
1520,170,1311,0,0,0,0
1792,398,2148,0,0,0,0
959,460,2469,0,34,200,0
1294,1430,2469,6,32,0,0
938,5002,915,90,0,0,0
547,5550,1099,18,56,0,0
586,3718,777,30,56,9,0
687,4347,297,0,0,0,0
1364,5394,884,57,68,0,12
636,2647,1914,2,0,0,0
368,4524,842,15,464,0,0
1396,2012,965,25,134,0,0
0,0,0,0,0,0,0
2236,1774,1711,10,4,0,0
548,3610,165,0,0,0,0
1890,2710,1016,0,0,0,0
610,4385,445,0,0,0,0
320,2695,312,19,0,0,0
334,887,415,19,0,0,13
3257,1192,175,0,57,0,0
3773,555,439,0,0,0,0
3116,1779,792,30,110,14,16
1680,2451,518,0,60,0,0
2181,3413,209,15,81,0,0
4245,464,176,0,0,0,0
1008,1823,136,0,0,0,0
1660,3304,60,0,0,0,0
990,1369,4,0,53,0,0
665,1120,84,0,5,0,0
2522,5898,707,74,39,0,0
1077,2072,61,61,0,0,0
2981,5046,295,19,36,0,15
2036,1653,113,50,0,0,0
685,1736,306,0,45,0,0
1555,3294,145,9,134,0,64
1371,2674,475,0,68,0,0
1659,3679,405,0,72,0,0
1266,2631,238,30,231,12,0
901,2486,314,0,123,0,0
815,1431,426,0,317,0,0
1157,3173,492,0,107,0,0
1446,2361,679,0,240,0,51
2752,3575,1038,0,246,0,0
1536,3376,160,0,0,0,0
1045,2544,213,62,75,0,0
1002,2895,37,0,0,18,0
1455,4108,154,0,45,0,0
954,2351,58,6,36,0,0
3920,804,184,9,40,2,0
3485,317,299,0,0,0,20
2366,3528,50,0,32,0,4
2739,1642,278,35,53,0,0
1871,1332,65,5,0,0,0
1859,1887,542,27,32,0,0
2046,1376,60,0,0,0,0
863,617,29,0,6,0,10
1471,1400,5,8,7,0,0
1112,1895,232,0,1,0,0
340,2590,24,6,8,3,0
136,1880,8,0,0,0,0
426,2829,33,0,8,0,0
648,972,0,0,29,0,0
1824,2002,6,24,15,0,0
864,2762,370,8,27,0,0
223,3427,2,34,3,0,0
216,4709,137,7,15,0,0
345,8861,446,0,55,10,0
268,1701,400,0,39,0,0
83,4134,112,0,105,0,5
417,8287,9,65,0,0,0
194,3418,0,10,0,0,0
379,2437,893,0,0,0,0
412,3026,1235,40,115,0,0
133,4313,0,0,13,0,0
83,3932,8,0,0,0,0
992,2359,594,0,181,0,0
2067,839,2831,0,56,8,0
4119,233,944,13,0,20,0
4153,265,1021,13,0,0,0
4715,994,41,0,0,0,0
1580,55,440,62,0,0,28
1646,171,682,10,5,0,0
287,58,1074,0,0,0,5
576,13,1315,0,10,0,0
2913,151,2970,0,6,0,0
891,1,1795,0,0,0,0
1699,176,3166,0,9,0,10
1244,261,2198,0,86,0,0
6889,65,597,1,0,0,0
2459,198,322,0,0,0,58
1197,42,2443,0,0,0,0
5081,316,132,0,0,0,0
5553,272,134,0,0,0,0
2895,109,140,42,43,0,0
1374,9,2416,0,10,0,0
1304,1,1072,0,0,0,0
2516,95,33,0,0,0,0
3634,433,90,0,10,0,0
3966,270,28,0,8,0,0
3036,483,581,0,5,0,0
2895,238,537,0,0,0,0
4048,125,1387,0,0,0,0
1707,82,1202,15,0,0,0
1338,36,135,0,0,0,0
2575,219,444,5,0,0,0
3088,448,3,141,0,0,0
5596,516,185,0,0,0,0
8550,367,241,21,82,0,0
5863,508,124,0,0,0,0
7213,454,1337,0,42,0,0
8058,1141,328,0,115,0,0
7920,901,11,0,52,0,0
3297,383,32,0,0,0,0
3633,249,55,0,0,0,0
2116,353,123,0,0,0,0
4162,966,7,32,1,0,0
3370,176,286,0,0,0,0
3725,468,149,0,88,0,0
2856,243,13,3,0,0,0
5477,508,601,0,19,0,0
3513,54,216,0,0,0,0
3005,402,281,0,68,0,0
6793,417,409,0,0,0,0
3744,76,703,0,43,0,0
1319,332,3677,0,0,0,0
2764,511,0,0,43,0,0
7560,354,662,233,42,0,0
3229,213,359,0,0,0,0
3428,108,426,33,14,0,0
1469,292,116,0,0,0,0
296,10,1162,0,0,0,0
583,155,4239,19,0,0,0
572,147,1238,0,32,0,0
1717,53,1480,11,0,10,0
2812,240,481,0,14,0,0
1099,15,1909,0,0,0,0
803,19,1822,0,0,0,0
786,56,1924,0,0,0,0
743,49,2837,0,0,0,0
1366,98,2337,9,0,0,0
2817,230,1503,56,0,0,0
1600,199,5330,0,9,0,0
774,122,3490,0,0,0,0
182,48,2347,0,0,0,9
261,5,2391,0,0,0,0
546,10,2276,5,0,0,0
3235,232,94,0,0,0,0
1515,133,871,0,0,0,0
1283,248,4328,0,0,0,0
2362,134,1578,0,0,0,0
1897,264,863,0,0,0,14
4998,4084,2911,0,944,0,214
5540,1385,2204,0,105,0,0
5512,1148,3878,25,23,0,0
5007,1365,1935,0,438,0,0
2013,146,1169,37,337,0,0
2725,238,1002,29,7,0,0
2180,765,580,0,0,22,0
2684,327,153,19,0,0,0
6710,382,1740,0,132,0,27
4402,472,1146,0,93,15,0
2875,431,1869,275,54,0,0
2661,921,3099,0,404,0,35
1150,602,1379,0,135,9,47
1846,903,1400,15,53,0,0
1120,784,336,6,0,0,0
3266,638,98,16,100,0,0
6269,752,5,18,0,0,0
5002,287,25,0,0,0,0
4001,1483,180,0,87,0,0
4740,592,0,0,0,0,0
2221,298,332,0,0,0,0
7085,680,48,0,8,0,0
386,33,1260,0,32,0,0
3938,815,659,0,0,0,0
2762,442,0,0,5,0,0
2122,313,0,0,0,0,0
2360,270,1030,137,69,0,0
3410,1632,1614,0,79,0,58
3837,141,2279,0,99,0,0
1880,171,2917,0,52,0,0
1456,67,1087,3,16,0,0
7675,939,6432,0,473,0,27
7326,585,3705,0,515,0,0
3500,1210,1826,0,148,0,0
1463,963,1507,7,60,0,0
2936,2036,3526,40,428,0,0
4877,2558,4331,14,379,0,0
3080,3614,1342,0,168,0,0
1409,2065,1000,0,71,0,17
3525,4413,3871,0,124,40,125
889,1464,1119,0,188,0,0
2499,2697,1562,55,77,0,0
2568,5507,2296,0,655,0,130
2318,4520,455,0,545,0,0
4410,1736,3552,17,18,0,13
3886,1290,2756,80,215,7,20
5419,659,3157,0,71,0,0
2476,1461,3735,60,293,4,0
3617,3295,2723,0,369,0,15
3764,6368,1096,0,418,53,0
2316,10097,3074,0,192,277,0
1240,2759,1090,0,142,0,243
3339,2078,1616,0,357,508,0
1519,3089,1226,0,406,0,0
769,3189,520,86,84,0,10
1068,6105,361,0,205,0,22
634,8822,163,46,466,0,17
330,2029,262,0,215,0,0
821,5915,362,14,97,0,0
1123,4818,174,58,192,0,0
636,6365,234,259,120,0,35
397,2116,125,0,52,0,0
972,5042,98,34,0,0,105
684,4297,47,0,367,0,0
853,8377,394,0,170,0,21
158,1894,19,0,93,0,18
478,5216,91,0,0,0,0
850,6344,367,0,13,0,0
526,1554,9,0,7,0,0
2266,6463,731,50,206,0,0
975,3487,613,0,0,82,0
4075,6112,2609,0,537,0,37
775,985,241,0,15,0,0
4703,1343,1133,0,491,0,0
5062,1271,3015,0,10,0,0
7721,1535,2672,0,141,0,0
4373,1855,157,0,0,0,0
2806,1372,114,0,36,0,0
4896,1994,46,0,194,272,0
1257,2319,279,29,37,0,0
1666,1637,3289,0,1,0,0
2173,5563,362,0,31,0,15
1174,1364,1216,0,7,0,0
3466,3429,1970,44,510,0,0
3660,5032,1306,0,10,0,18
1494,2077,61,43,96,0,0
365,254,46,0,0,0,19
3231,2083,2999,127,82,0,0
1136,2222,1782,0,69,0,0
2531,1922,1373,0,157,0,0
3133,3216,978,156,81,0,40
1335,2248,369,0,60,0,0
1620,1474,886,9,76,0,0
2821,1710,918,0,3,0,0
2028,463,117,0,24,35,0
2851,1310,635,0,0,16,0
2497,164,357,4,0,0,0
1937,195,297,0,0,0,0
3169,444,608,0,0,0,0
855,1497,241,5,75,0,0
2792,1444,1454,0,156,0,30
336,573,486,0,261,0,5
3494,1080,145,0,89,0,0
3420,180,65,8,9,0,0
4332,417,57,0,0,0,0
5136,429,141,0,25,0,0
3323,493,116,0,5,0,0
2350,135,87,0,0,0,0
4837,301,28,0,30,0,0
7245,220,45,0,0,0,25
5800,56,148,0,28,0,0
4826,364,74,0,113,0,0
4517,125,97,6,29,0,0
1345,40,466,0,0,0,0
6581,340,133,0,210,0,0
3775,101,100,0,75,0,0
4431,320,733,0,139,0,3
4620,154,99,28,27,0,0
2150,95,27,0,35,0,0
549,1855,1953,0,556,0,61
294,825,880,0,541,0,18
400,39,1591,0,38,0,12
324,137,1368,0,4,0,0
379,39,1680,0,4,0,0
620,1784,774,0,398,0,30
1234,3309,1072,0,1075,0,40
31,83,1927,0,0,0,0
137,138,1819,0,76,0,0
260,333,2615,0,204,0,0
16,207,2173,0,24,0,0
355,1493,602,0,430,0,23
321,235,3225,0,45,0,0
171,102,2147,11,12,0,0
676,45,2277,0,13,0,0
438,41,2064,0,10,0,0
1577,74,2885,2,0,0,0
154,48,2205,0,1,33,0
662,75,3945,37,0,0,0
565,1469,1633,29,978,0,14
408,1198,393,0,840,0,0
418,1681,2377,0,2119,0,72
228,165,3494,0,239,0,0
298,1245,208,0,1618,0,26
2354,80,137,0,79,0,0
5881,525,203,0,733,0,0
4616,447,6,0,7,0,0
2368,228,27,0,19,0,0
4356,257,118,0,72,0,0
2699,447,451,21,216,0,0
5249,363,1,0,109,0,0
5653,714,681,19,408,0,0
7168,1264,480,0,94,0,0
5899,1253,737,0,401,0,14
3245,268,300,0,0,0,0
4887,698,306,0,60,0,0
3968,402,20,38,0,0,0
4195,181,74,0,80,0,0
2315,110,156,39,0,0,0
5647,1647,1,0,54,0,0
2755,554,2,0,41,0,0
3746,557,0,0,28,0,0
5014,725,36,0,104,0,0
4693,519,32,17,0,0,0
3549,648,31,5,0,0,0
1147,285,1,0,1,0,0
4077,1624,67,0,8,0,0
6199,1374,35,0,35,0,0
4807,1028,0,137,0,0,0
3658,390,0,0,20,0,11
5326,1133,88,0,33,0,0
2886,402,226,0,45,0,0
3431,1357,199,46,57,22,0
2887,545,238,0,19,0,0
5816,2011,61,0,38,0,0
3757,785,463,9,66,12,27
4027,2943,95,0,597,0,0
1285,2331,295,8,62,0,0
1910,1167,128,0,181,0,0
2219,1168,29,0,12,0,0
3456,1524,41,0,0,0,0
1942,1836,112,0,9,0,0
2379,2565,27,4,419,0,0
4618,530,130,0,33,0,9
1583,42,0,5,0,0,0
4865,237,4020,0,399,0,0
2117,191,1693,6,64,19,0
5609,99,1762,0,233,0,44
3289,161,2016,0,58,0,0
1631,227,2037,30,0,0,0
2794,230,2081,2,0,0,0
2777,109,1329,0,34,0,0
2927,222,3657,20,0,0,0
5187,350,2352,0,202,0,17
3445,953,5244,16,317,0,0
3608,962,4025,9,166,0,0
426,43,2715,0,0,0,0
121,62,3050,0,9,0,0
262,1,5025,0,0,0,9
52,0,2555,42,0,0,0
670,109,6798,0,134,0,0
273,0,6107,4,0,0,0
538,37,1543,5,75,0,0
789,37,3085,11,0,0,0
729,114,2959,1,0,0,0
155,11,2500,8,0,0,0
966,116,4074,0,113,0,0
1754,7,1182,0,14,0,0
2281,23,2851,0,0,0,152
584,56,2364,10,0,0,0
542,89,3487,40,0,0,0
985,70,2005,0,0,0,0
4692,424,2306,0,11,0,0
2878,159,52,0,0,0,0
3263,537,775,0,35,0,0
4111,705,177,0,25,0,0
3390,308,2,0,15,9,0
2129,145,524,0,1109,0,0
3741,237,870,11,153,0,0
2854,353,2650,0,210,0,66
7778,682,2013,0,60,0,0
5167,188,1306,0,0,0,17
2274,899,185,0,64,0,0
2464,198,295,0,137,0,0
7202,804,1726,8,76,0,47
5537,648,1689,0,1136,0,0
4961,990,1896,0,471,0,0
1609,314,1050,0,148,0,0
917,710,589,105,287,0,0
2932,2037,917,21,885,0,0
2832,725,6578,29,935,0,0
2352,1542,1082,0,518,0,0
256,904,29,16,449,0,0
612,2615,181,28,1522,0,0
519,3510,15,0,627,0,0
263,2507,45,0,1160,0,0
903,5364,232,0,767,0,0
140,1064,0,0,193,0,0
1809,3718,358,0,501,36,0
211,2097,126,17,17,0,20
2163,3034,878,64,1243,69,0
546,3805,95,89,879,0,34
2075,1812,706,0,325,0,0
1596,3056,1310,15,576,0,0
1977,1666,249,8,68,0,0
1135,2363,821,0,123,0,0
733,3978,148,40,54,0,0
615,2634,453,73,643,0,162
1027,1165,281,10,436,0,9
785,3930,181,17,271,0,0
863,5574,155,0,162,0,10
546,3089,80,11,485,0,29
811,4012,276,48,309,0,0
619,1819,89,0,15,0,0
259,1429,21,0,0,0,19
1482,4839,35,91,381,0,0
1362,1903,163,0,227,0,30
1663,2058,42,66,22,0,0
2376,1094,106,0,25,0,0
3593,3073,351,0,126,0,0
1851,1464,19,10,33,0,0
1009,4481,3,74,144,0,0
1250,3797,55,103,19,0,0
2647,5839,150,0,63,0,0
1066,4803,62,8,57,0,0
2971,4186,273,41,202,0,37
1009,3101,292,39,25,0,0
1456,3295,385,0,9,0,0
1709,2561,112,0,72,0,13
1729,3341,161,9,21,0,0
1106,2053,200,1,0,0,0
1011,1387,482,0,12,0,0
5009,3905,2718,20,3922,0,0
5046,2168,1031,0,552,0,0
1892,2802,672,30,783,0,38
3117,1087,1280,0,546,6,71
4126,1138,1703,0,686,0,0
1460,2486,324,0,363,0,0
1428,4856,1280,0,1078,0,0
656,1663,73,4,17,0,0
1481,3037,275,0,86,0,0
1748,3927,895,0,898,14,0
594,1413,1362,0,423,0,24
621,3868,202,0,188,0,0
316,1655,127,0,331,16,0
740,2896,168,0,162,0,0
976,1761,20,0,184,0,8
694,3266,29,9,217,0,0
309,2691,319,0,153,0,0
644,2815,354,11,210,0,0
446,1574,252,0,379,0,13
467,2868,97,0,145,0,0
613,1898,23,0,41,0,0
344,4115,143,0,214,0,49
465,2923,62,0,436,0,0
83,1685,6,0,72,0,0
769,2099,285,0,168,0,37
28,2547,102,8,30,0,0
956,4151,37,15,478,0,14
528,2716,240,0,437,0,0
377,1904,7,0,133,0,0
559,1523,204,0,364,0,16
575,2718,537,0,641,0,16
310,2972,96,0,151,0,38
152,2631,36,0,174,0,0
393,913,502,0,666,0,6
506,3979,185,0,1002,0,0
304,6029,0,0,651,0,0
131,3733,31,0,307,0,0
159,1342,24,0,262,0,3
462,3045,32,0,276,0,0
467,2140,34,0,590,0,0
703,3866,0,0,963,0,6
293,2381,485,0,1206,0,0
585,2774,119,0,522,0,0
384,2769,8,7,301,0,9
349,1658,275,0,372,0,0
386,1518,375,0,605,0,0
812,4237,972,0,867,0,0
1158,332,1184,17,356,0,17
810,1031,381,0,291,0,0
533,2071,573,0,216,0,0
695,2367,92,0,222,0,0
2406,171,688,0,168,0,27
573,1280,36,11,240,0,0
260,2637,77,61,240,0,0
92,1885,24,0,574,0,0
359,4231,78,0,1065,0,184
259,1664,20,0,560,0,4
2064,655,319,0,293,0,0
3588,213,662,0,181,0,0
2575,302,557,0,277,0,0
3143,433,20,0,38,0,0
3275,862,1553,2,495,0,0
2887,163,348,1,57,0,0
3575,0,515,0,0,0,0
3275,240,236,0,46,0,0
3096,813,1412,2,643,0,0
5009,430,320,0,675,0,122
1565,1972,321,0,673,0,0
1333,2195,1266,0,644,0,0
155,2182,51,0,128,0,0
516,1835,135,0,336,0,0
2187,1751,733,30,239,0,0
1488,214,3186,0,34,0,0
2250,457,3787,43,810,0,0
419,457,1589,0,62,0,51
1178,446,2280,53,210,0,0
3736,1292,557,0,107,0,36
3368,1610,1737,9,202,0,65
2362,2977,1063,0,340,0,29
3603,650,338,9,26,0,13
2167,677,240,0,306,0,0
2168,1340,370,36,399,0,0
2736,482,916,0,239,0,0
3265,859,912,20,37,28,0
1841,45,787,13,0,0,0
1342,839,917,0,205,0,0
4624,337,3305,0,276,0,0
921,1442,1917,0,185,0,0
941,719,3159,0,157,0,0
1103,812,3451,0,347,0,0
964,86,2478,0,600,0,0
420,704,561,0,288,0,0
2037,962,3341,12,484,0,0
675,4905,138,17,487,0,0
216,1083,6,16,158,0,0
214,3809,94,0,313,0,44
218,2557,0,6,401,0,0
326,1743,41,3,436,8,0
216,2911,16,0,592,0,0
445,2132,27,44,572,20,0
178,3497,34,0,801,0,48
471,4798,71,0,883,0,64
922,3500,698,46,405,0,20
692,1629,597,0,349,0,0
778,1596,611,21,681,0,0
1118,1846,755,52,624,0,0
797,2312,537,0,905,0,0
1814,1780,652,25,675,0,0
252,3257,161,0,112,0,0
493,1296,129,0,212,24,0
608,2133,69,0,536,0,0
207,2841,52,0,432,0,0
524,2606,58,13,275,0,0
310,2883,36,0,15,0,0
319,3871,38,0,176,0,0
373,1590,203,0,892,11,0
1018,1805,195,0,423,0,0
457,1947,352,7,418,0,0
811,1570,415,0,591,0,10
2450,1113,739,17,104,0,0
1703,1667,841,0,1054,0,0
1471,1432,935,0,422,0,0
2621,1073,2483,14,651,0,0
1378,1108,2082,0,294,0,0
2450,1025,1888,22,195,0,120
633,1033,419,0,50,0,0
6325,451,167,0,65,0,0
1410,1168,352,0,92,0,0
2739,332,1234,0,615,0,26
3786,572,993,31,610,0,0
2354,351,264,0,138,0,0
4051,494,840,24,688,0,0
3403,173,201,0,1775,0,0
2922,95,423,0,896,0,0
2389,294,497,0,2018,0,0
1930,70,1091,0,62,0,0
1942,711,1261,0,1363,0,0
2709,809,214,16,807,0,0
2320,1486,150,0,816,0,0
2617,417,964,0,557,0,0
4999,31,1085,0,19,144,0
4909,70,1211,0,531,0,0
1788,132,1893,0,199,0,15
3116,1472,1882,0,307,0,0
50,1408,14,8,293,0,0
360,3892,10,0,387,0,0
1674,2728,1132,0,763,0,0
1250,2376,380,27,539,0,0
208,2382,0,11,160,0,0
1064,2663,145,0,217,0,0
482,5775,0,0,431,0,0
439,985,187,20,91,0,0
4213,2172,1788,25,406,0,170
440,1811,293,0,204,0,0
1240,1230,2049,0,369,0,0
1493,671,2902,0,190,0,0
783,2242,452,0,704,0,0
191,2446,20,0,162,0,0
1233,3567,839,86,593,0,24
505,1772,487,0,353,0,0
951,1411,2039,0,53,0,0
1273,1837,1031,18,756,60,0
737,2210,320,0,1045,0,82
732,3859,178,0,1228,0,76
1730,2743,362,0,1913,0,13
1254,1005,901,9,340,0,0
1972,1056,1606,0,547,0,0
1937,1259,3406,0,518,0,0
176,1017,111,0,1132,0,0
2656,1902,2632,0,803,0,0
2076,3183,1965,0,1466,0,49
1095,700,1832,26,432,59,0
438,586,675,20,497,0,0
1267,194,373,0,693,0,0
3899,577,895,42,2252,53,0
3913,424,2238,50,2549,16,0
2711,303,3265,0,1780,0,0
2809,784,3018,0,3798,0,79
2380,804,1636,0,859,0,0
2212,236,1610,0,1112,0,0
2379,487,597,0,904,0,0
6929,351,390,0,910,0,35
2512,448,888,0,405,0,45
4009,663,1441,0,1132,0,0
681,141,1181,0,454,0,0
1644,499,621,0,424,8,0
3877,934,1318,59,2035,0,95
1274,36,1517,9,657,0,0
3038,541,1365,0,1407,0,0
1444,670,982,0,342,0,0
1047,174,522,0,274,0,0
3383,703,2397,0,1549,0,31
3863,761,2287,0,1346,0,45
1260,901,748,0,564,0,17
3205,275,2124,0,3907,0,0
1731,448,1656,0,1129,0,27
1245,635,1326,28,607,18,0
2243,572,932,15,215,0,0
4409,1478,4004,2,1397,0,0
2821,1511,1227,0,1036,0,0
157,268,0,0,116,0,0
1136,5400,161,0,1704,0,0
252,1373,15,0,822,0,0
1362,3011,54,0,433,0,0
802,5111,476,17,335,0,0
1642,4858,553,79,292,0,14
2110,6108,858,0,1887,0,251
577,1452,247,0,342,0,46
1716,4243,284,0,55,0,0
471,2788,54,0,191,0,0
1296,2646,365,0,66,0,6
818,1817,709,22,392,0,0
1166,858,203,7,49,35,13
1347,3588,325,0,363,0,14
1221,3776,79,0,202,0,0
676,2903,72,0,77,0,0
893,1765,188,0,141,0,0
1084,2458,236,21,448,0,27
483,2229,99,0,262,0,59
939,5301,64,166,480,0,124
3105,3190,153,16,326,0,15
664,1723,71,15,69,0,0
1505,2196,189,0,195,0,0
926,1584,235,0,364,0,4
2135,2143,366,0,206,0,13
891,2617,0,66,100,0,10
854,2779,78,0,17,0,0
1072,1995,125,0,22,0,0
2741,3297,152,12,196,17,0
3202,721,26,0,102,0,0
1053,1118,53,0,121,0,0
1217,1768,283,0,544,0,0
3150,1387,416,0,74,0,0
