Hispanic_ACS_10_14,NH_White_alone_ACS_10_14,NH_Blk_alone_ACS_10_14,NH_AIAN_alone_ACS_10_14,NH_Asian_alone_ACS_10_14,NH_NHOPI_alone_ACS_10_14,NH_SOR_alone_ACS_10_14
2302,135,0,0,41,0,0
6300,482,0,0,151,0,0
3784,3477,52,25,161,0,50
195,2411,8,577,35,0,0
1145,4009,35,137,81,0,0
229,4034,168,360,55,0,0
973,3255,8,51,66,0,0
6293,311,34,3,85,0,0
4059,330,16,0,0,0,0
5051,473,11,0,107,0,0
1276,628,79,0,61,0,0
7923,641,3,6,85,2,0
3646,2338,15,0,232,0,9
3202,546,5,0,164,0,0
2506,417,0,6,76,0,0
3549,629,4,40,66,0,0
6392,1335,72,21,654,7,35
3456,1359,13,0,486,0,7
6868,540,51,33,334,0,0
2800,4386,7,22,634,0,58
2967,1945,0,6,45,2,0
2793,1219,102,10,440,0,0
2072,1041,0,0,12,0,0
3788,1151,65,43,144,0,1
3510,1082,8,63,153,0,11
4877,1545,77,8,27,0,0
2934,94,16,0,0,0,0
4678,119,82,0,29,0,0
1098,599,573,34,34,15,0
3206,1626,584,76,124,11,8
3085,2753,186,67,22,8,0
3904,2328,192,33,228,9,37
6156,612,0,0,24,0,0
5636,86,0,0,72,0,0
6474,113,107,0,23,0,0
7560,500,56,0,0,0,0
938,398,6,0,0,0,0
4410,177,0,0,71,0,0
7467,159,73,0,25,0,0
3970,3806,49,57,251,9,0
1765,2964,3,39,0,5,0
187,1589,33,109,25,16,0
2376,4444,120,268,237,0,0
2369,1129,12,0,145,47,22
239,1312,0,24,0,0,0
586,2924,67,136,67,0,0
531,4343,184,133,480,0,96
644,4493,81,124,412,69,0
769,2806,11,26,168,54,0
480,2905,157,252,53,0,0
259,3689,99,139,224,51,29
355,4893,73,100,95,0,0
475,4133,11,37,195,0,0
662,4199,64,27,83,0,0
806,4506,182,155,204,0,27
942,4505,43,508,52,0,0
551,4080,95,93,22,0,31
144,1132,5,11,12,0,12
228,1510,24,305,0,42,0
82,1988,9,212,33,0,0
180,3078,36,175,50,16,6
407,2708,22,122,31,18,0
698,6224,121,475,93,0,0
297,4735,0,358,81,0,59
149,1680,3,31,18,0,11
524,5461,73,415,153,24,0
470,2847,43,155,38,0,0
1368,2896,0,25,168,0,0
345,3400,40,117,31,0,0
454,3918,24,23,62,17,8
545,3973,43,219,12,23,0
400,2834,0,18,16,0,0
256,3440,34,53,4,66,0
178,3294,36,23,48,30,0
155,314,1,2382,148,12,0
0,0,0,0,0,0,0
2390,505,1267,13,108,11,9
6689,564,121,107,2,0,0
1878,212,47,0,11,0,0
622,373,0,0,3,0,7
6704,477,342,0,2,0,0
5366,1094,33,0,194,0,0
4137,2451,0,0,15,0,0
4415,165,27,12,0,0,0
651,738,34,0,0,4,0
5129,1593,19,0,7,0,0
8925,2446,296,0,182,14,32
2267,960,145,0,58,13,0
4942,1171,101,0,75,0,0
4670,451,134,45,81,9,0
9231,594,36,1,87,3,0
4369,96,210,0,7,0,63
5766,311,205,0,90,0,0
5343,722,3,12,122,0,0
4290,590,30,0,30,0,0
2074,1183,78,0,163,0,0
4263,919,122,0,36,0,0
4673,1171,183,0,411,0,0
11011,180,50,0,184,0,0
4577,40,6,0,0,0,0
8692,359,5,0,116,0,0
6713,28,0,4,81,0,0
7449,196,0,0,77,0,0
2926,837,1255,51,204,38,4
3195,1616,29,10,0,0,0
23,463,21,0,7,0,0
710,452,3,1034,32,0,0
548,1968,0,5,4,11,0
248,1346,56,73,43,10,0
422,2132,82,41,20,0,0
1462,3058,14,1139,84,2,0
260,1607,9,449,65,12,0
790,1840,31,230,24,0,72
2565,9580,329,96,0,0,0
174,2528,1,196,0,0,0
1451,6010,132,158,22,0,0
1036,3012,57,23,33,0,0
1054,3041,44,131,20,0,0
1182,4771,141,248,767,0,0
1439,2900,64,24,71,3,0
483,2886,84,2,104,0,0
602,1626,152,23,242,0,0
1202,2268,9,0,89,0,36
3110,1934,1268,0,17,0,0
2375,2317,6,89,42,0,58
2646,1852,71,0,42,0,0
2022,1745,118,24,141,0,0
2340,1580,37,0,143,0,13
2283,1364,78,35,355,1,0
1709,610,51,17,0,0,0
2581,1180,18,38,31,0,0
2013,653,37,10,19,0,0
2758,2162,322,7,210,0,0
781,1261,14,0,193,0,0
4966,4248,503,10,684,49,0
6816,3210,2,0,14,0,0
3592,939,187,22,39,1,0
5231,859,320,0,54,0,9
4918,540,109,0,0,0,0
2572,358,110,69,0,3,0
4796,519,301,9,67,12,29
5961,322,627,228,33,4,0
7275,954,282,4,75,0,0
2055,258,337,28,0,0,0
757,375,280,27,96,0,0
1162,2254,106,17,437,0,0
2604,2596,497,42,209,0,23
1845,2745,188,0,254,0,0
1698,1777,74,0,138,0,0
2351,1598,600,29,139,0,75
4318,796,1837,50,14,12,0
2814,112,431,5,0,0,0
4450,122,1048,40,89,0,15
8119,988,1041,36,32,0,0
3396,31,5,12,0,0,0
6132,1208,598,23,278,40,0
6594,843,947,0,169,0,0
2417,320,614,61,2,1,58
4091,1513,172,14,193,25,0
622,1791,71,0,76,0,0
490,1161,196,0,287,0,8
906,2353,75,0,166,0,0
2111,3613,584,86,1149,0,0
382,2321,80,62,491,0,94
2704,1719,855,10,50,175,0
1972,1277,498,0,470,0,0
2281,1533,329,0,126,0,0
2161,1823,736,0,109,0,0
3243,1751,854,63,46,0,0
2173,1631,607,19,329,0,18
1146,2001,354,9,113,0,9
1702,2144,326,30,110,81,12
2124,3210,284,174,432,40,0
1500,2797,195,2,107,0,0
3829,1976,663,158,118,0,0
6193,1045,510,40,69,0,0
2906,796,53,25,0,0,0
2686,1604,758,0,437,0,0
2991,1324,605,11,286,0,0
3628,2212,1235,106,122,6,0
3873,1275,560,1,187,0,0
5498,1713,668,72,149,0,0
6581,1211,718,0,36,29,0
7480,5215,1324,22,2792,0,0
2037,2356,330,6,516,0,0
12824,2153,673,175,807,14,144
613,1338,51,11,147,4,0
2100,4548,370,58,1534,0,13
6360,1770,650,36,1277,0,6
6967,3793,624,60,2194,10,29
270,1097,0,35,73,0,0
2123,1816,172,16,82,0,0
413,2772,0,35,74,0,0
967,3837,16,51,204,0,0
1934,2145,0,9,52,0,0
1734,4363,10,31,123,0,0
1245,3391,86,52,28,6,0
2362,1314,76,3,1,0,0
1291,3510,23,0,238,0,0
3171,9321,342,67,894,0,0
3014,5555,121,0,619,17,0
978,2533,315,0,552,0,0
376,2193,67,57,0,0,0
1462,2143,111,40,241,0,0
2784,7157,453,111,628,0,0
415,1856,102,61,84,0,0
490,2129,0,0,29,13,18
1197,2793,397,177,287,5,0
1812,5013,112,0,641,0,15
1315,865,497,67,33,0,0
6732,1090,57,17,14,0,83
3361,1511,63,13,17,0,0
4883,592,0,40,0,0,0
864,385,12,1,5,3,0
6536,695,328,30,174,0,0
2896,1546,1217,72,78,12,13
6084,1163,132,0,0,0,0
4603,335,203,1,8,0,0
3567,239,2,26,4,0,0
2087,1081,1028,13,129,24,0
1330,532,716,7,55,23,0
10904,732,373,55,1607,12,1
8392,490,226,4,77,12,0
3894,36,23,8,0,0,33
9130,464,118,0,783,0,0
3757,194,1,12,986,7,0
6291,249,15,28,2232,6,0
2672,151,259,175,211,0,0
5360,548,41,0,929,0,0
281,1816,0,0,48,0,19
478,2791,53,0,147,0,54
259,5076,10,0,6,38,0
114,4000,12,345,0,0,45
888,4551,14,155,0,0,31
527,1329,86,0,66,0,0
1059,4311,115,13,331,33,0
652,4061,77,54,152,0,13
1045,5548,478,49,1049,14,0
1201,4689,650,0,106,0,0
411,4848,62,74,39,94,0
1681,2912,59,54,306,0,15
1717,3715,1581,0,234,0,0
1493,2767,279,17,126,0,0
364,1424,373,23,33,0,0
341,1817,315,0,56,2,0
2203,3471,532,0,184,0,0
3239,2798,1027,80,356,0,0
2120,1046,485,10,0,0,0
2018,2050,808,74,44,11,7
2198,3388,56,0,50,0,13
323,1310,6,47,0,0,0
526,2709,70,0,31,0,0
1366,4136,7,0,127,0,0
516,4702,61,8,109,32,33
2753,5272,93,9,134,12,75
2446,769,15,0,14,0,0
6401,317,7,10,100,0,0
3589,535,70,19,0,22,0
6088,532,120,0,0,0,28
3777,311,14,0,14,0,8
8374,243,0,0,61,0,0
6106,298,0,25,77,7,0
3118,161,7,0,18,0,0
1183,1661,222,33,113,0,0
1203,1832,15,0,68,0,1
713,1311,35,27,0,5,0
1463,3377,958,24,510,96,184
2037,2554,699,0,131,6,66
2002,2166,245,66,426,105,19
3752,4364,461,12,765,59,0
3350,1523,297,53,436,0,0
2995,1514,213,49,185,0,0
3775,4721,311,22,1069,0,37
1017,3803,43,0,103,0,0
1469,3799,196,23,286,0,0
1945,2348,61,35,64,0,0
2878,1879,132,46,0,0,0
4449,2972,529,5,153,0,15
1895,1800,78,5,366,10,0
3368,1064,252,0,86,0,0
4097,1704,64,0,90,0,0
4355,820,830,7,49,0,0
1213,1398,30,0,73,0,0
3461,592,421,111,1,0,0
2910,174,14,29,32,0,0
1626,510,31,0,16,0,0
2997,1005,66,0,102,21,0
3465,753,35,381,30,0,0
4950,2356,2676,142,153,20,48
9140,698,56,13,11,0,0
2386,1143,664,91,80,3,3
486,2239,17,218,7,0,0
550,2543,41,40,93,36,0
805,4047,70,55,23,0,0
507,2312,0,440,106,0,0
181,1646,39,49,64,0,0
148,3020,99,105,2,0,0
393,3379,563,164,0,46,0
931,2700,97,46,45,0,0
732,1382,237,39,39,0,0
1285,2397,117,0,10,0,115
910,5615,52,43,82,0,0
2284,3609,58,355,18,57,0
312,3166,10,18,140,0,0
556,2753,0,194,9,0,0
1521,6068,30,95,124,0,20
403,1245,154,28,24,10,1
66,2184,6,43,15,7,0
269,3528,100,71,15,35,11
213,2933,156,51,20,1,0
196,1211,44,72,16,61,0
309,3182,76,284,8,10,80
3628,2918,1771,278,294,90,0
87,3106,0,12,35,0,0
869,1717,545,121,58,4,11
1546,2740,78,0,449,0,0
532,2359,27,0,440,0,12
2933,2458,372,0,206,0,0
676,1519,98,23,341,0,12
588,3263,23,0,367,0,0
830,2774,142,8,296,0,54
433,1365,0,24,91,0,19
472,2276,63,0,515,0,7
1284,434,37,5,64,0,12
1130,2104,87,0,393,18,0
960,1701,6,12,269,0,0
1263,2669,29,8,672,0,20
2415,3027,277,0,518,0,13
578,2477,10,0,105,0,40
1403,4426,175,49,481,143,0
2710,192,512,12,352,5,5
4787,287,441,0,346,0,0
4172,198,511,0,171,0,0
2321,1266,441,0,161,0,12
3991,8,592,0,0,0,0
4258,37,255,0,232,0,48
2508,418,238,9,165,0,0
4707,49,246,12,0,0,0
5271,139,315,0,134,0,0
3472,25,0,12,0,0,0
2699,113,15,0,24,0,0
2666,108,26,0,27,0,0
2789,112,0,0,5,0,0
3486,62,0,0,0,0,0
3340,48,0,10,23,0,0
3470,6,305,0,18,0,0
2029,28,57,0,0,24,0
3271,214,414,0,443,0,0
5473,161,29,0,66,0,0
3026,96,91,0,59,0,13
1989,83,5,0,151,0,0
1941,727,43,15,93,0,0
5095,797,311,60,214,0,0
2646,1253,83,71,387,0,0
4508,861,38,0,540,0,26
2610,533,84,0,330,0,3
4630,575,289,27,130,0,0
2871,300,2,1,79,0,0
2587,396,178,0,216,0,0
3406,936,221,138,468,0,4
1815,531,192,0,120,0,0
3351,105,102,6,205,0,0
3723,880,302,0,277,0,0
4807,712,26,0,61,0,0
522,1948,115,0,550,0,0
4180,401,0,3,169,32,0
272,1330,6,0,467,0,7
863,1830,48,0,290,0,0
369,2536,423,52,701,0,0
393,2440,131,0,402,0,0
1098,1656,58,0,674,0,9
4089,169,12,55,16,0,0
1580,303,20,0,661,0,0
2851,265,0,0,51,8,0
4433,294,34,0,319,14,49
361,1441,126,0,398,0,0
522,1899,79,8,940,123,51
274,1962,76,36,909,0,0
182,1253,9,0,378,0,0
519,2129,441,15,2319,10,14
753,2433,124,158,2298,0,37
1345,797,0,0,229,0,0
1237,967,22,0,309,57,0
1685,949,251,0,559,0,0
2692,560,93,21,112,0,0
4444,187,8,0,144,0,0
3555,786,113,20,771,0,40
2587,865,126,0,421,0,0
1988,627,56,0,251,0,0
2106,1497,177,26,763,133,0
2112,1399,80,8,640,0,82
1137,1192,222,0,457,0,0
1054,1786,1,0,461,0,0
1485,2521,173,0,905,0,0
953,3536,228,0,1300,0,10
587,1158,485,92,1479,0,0
774,2493,210,0,1063,119,0
2125,3015,589,0,1385,0,38
1157,2517,313,0,998,26,0
2814,2770,436,0,1333,0,0
481,2264,43,0,902,9,0
428,1904,31,0,431,0,0
632,2359,146,0,781,13,0
792,1664,89,0,711,0,0
1454,2182,106,0,731,0,18
290,1333,178,0,365,0,0
558,2431,34,39,672,0,0
4802,1336,40,0,1178,44,0
2430,1133,171,24,892,0,0
214,1196,84,20,64,0,0
804,2112,155,0,745,0,0
600,1324,101,0,348,3,0
1342,1971,66,0,683,0,0
2056,1795,397,0,1085,0,10
1007,2068,96,0,646,0,31
2335,2264,261,0,767,0,0
4139,1279,334,0,951,0,0
2753,1478,466,0,1485,0,0
779,3127,258,0,604,11,0
856,1004,367,0,530,0,5
1065,1562,634,0,961,0,0
2318,2632,500,0,1193,0,0
1913,1750,262,0,810,0,0
1014,2022,211,0,742,0,0
3220,510,197,0,255,0,0
2342,2138,483,0,584,0,53
2117,728,243,0,346,0,0
1438,1012,152,0,334,0,14
2703,511,120,0,1672,0,0
1649,602,39,0,388,0,0
3143,791,92,5,533,16,0
897,688,123,0,657,0,0
1200,1760,213,0,716,0,16
1458,2402,159,14,1056,0,96
1597,1235,173,0,460,0,0
1528,1689,91,0,537,0,0
3674,133,1,0,28,0,0
3222,124,23,0,124,8,0
2778,134,264,0,28,0,0
3431,149,200,0,169,0,0
3155,142,229,0,148,10,0
4517,218,146,0,876,23,0
2879,381,0,0,637,0,0
6118,418,105,37,521,0,0
3595,218,11,0,186,0,9
3968,291,94,10,149,0,0
2552,470,191,9,532,0,0
3490,218,233,0,763,0,0
3635,35,16,0,39,0,0
1443,339,48,0,709,0,0
2893,72,31,0,488,0,0
4493,385,26,0,429,0,0
2037,1113,88,0,1492,0,7
5136,387,35,25,628,0,0
3599,665,10,12,772,0,14
2141,310,99,0,346,0,0
3893,212,22,0,761,0,0
2443,35,72,0,177,0,0
2995,21,168,0,24,10,0
1919,136,169,0,361,0,0
1949,255,46,0,659,0,0
3635,162,77,0,599,0,0
3173,105,184,0,177,0,0
3790,258,95,0,504,0,0
3327,1075,2,33,1032,0,0
3875,1011,194,0,1597,0,8
2876,1209,28,0,801,0,0
2435,868,16,0,237,0,74
2285,548,59,33,361,0,5
1407,892,4,0,218,0,6
2044,304,94,0,379,0,0
1950,144,45,0,120,0,0
3902,348,271,0,283,0,11
831,1154,88,0,538,0,0
2260,589,222,0,367,0,18
2054,639,215,6,316,0,0
3370,702,34,0,191,0,0
2358,2304,108,156,508,0,0
4003,322,71,8,259,0,0
2369,213,18,4,263,11,0
1643,349,189,0,39,0,0
3968,271,1,5,382,0,0
2946,422,205,0,153,0,0
4465,476,80,0,227,0,0
3737,412,81,0,61,0,0
2950,260,10,0,240,0,0
2901,1049,173,27,299,0,17
2988,892,125,0,286,7,28
2795,527,178,0,200,0,9
2369,544,46,0,273,0,0
2154,387,70,19,178,0,0
2436,295,69,0,48,0,0
1936,961,510,0,1005,17,7
1853,949,90,0,326,5,20
2140,2043,114,0,221,0,0
2245,1335,159,0,247,42,22
2679,1564,67,0,248,0,0
2110,2177,129,29,383,0,0
1267,767,246,0,80,0,37
2085,2828,280,0,127,0,27
1103,1736,287,0,181,0,24
1271,2314,114,7,167,0,0
1372,3143,646,0,249,0,0
2540,1540,121,9,139,0,0
652,1377,77,0,393,13,9
836,3322,169,0,161,30,64
1663,1399,369,0,237,0,19
1643,121,44,5,379,0,0
1695,593,129,0,178,0,0
1563,892,46,0,75,0,0
1997,907,161,0,220,0,0
1956,343,198,0,110,0,34
1763,934,142,41,154,42,93
2477,1049,78,0,192,0,28
689,3008,193,0,133,0,11
1010,1716,158,0,224,0,7
685,2220,93,0,285,0,24
558,3482,214,0,391,0,0
678,1730,198,0,233,0,0
955,2086,317,0,81,0,0
1387,3347,649,0,371,0,0
1653,1757,111,0,256,0,14
1991,1715,489,0,379,0,0
1690,2473,517,0,552,57,26
859,1372,592,0,707,0,0
920,2164,338,0,247,8,40
994,1589,336,0,146,0,0
757,1950,341,0,168,0,0
284,1791,173,24,213,0,28
3324,1494,215,0,278,0,29
2170,688,74,0,125,0,67
1832,1209,270,0,390,0,0
3118,1381,310,0,640,0,23
3352,776,179,0,486,0,0
2049,1261,456,0,504,0,9
4403,1059,284,18,225,0,8
3089,108,311,28,372,0,0
2179,395,120,9,203,1,0
1259,799,360,0,270,0,78
2599,398,180,0,408,0,35
2160,931,128,0,408,0,27
1750,1186,343,0,209,0,0
1773,825,71,7,173,0,0
2239,1100,60,22,337,21,0
2121,1155,244,8,332,0,34
2826,978,111,25,739,0,0
2110,649,239,0,198,0,41
2912,1129,324,0,417,0,21
1951,1462,54,0,158,26,0
1526,1387,79,0,206,0,67
3206,787,271,0,239,0,108
4689,325,340,0,117,0,88
1368,1234,228,24,273,0,9
3660,866,215,51,92,0,11
2791,343,153,0,93,0,0
1509,2060,120,22,386,0,0
1152,2578,319,0,372,0,0
2142,1626,173,26,170,0,0
484,2109,107,0,113,0,0
884,3661,180,14,507,0,0
545,2100,223,0,314,0,0
904,3012,59,0,430,0,0
282,2888,141,0,217,0,17
4175,1384,102,0,820,0,15
3445,1239,79,0,714,0,35
1188,1430,96,0,423,0,50
1098,1286,335,0,420,24,17
2828,1372,31,30,447,15,0
2914,1638,625,0,1116,0,0
2608,1639,76,0,834,0,8
1957,1243,211,39,1173,0,42
1936,846,177,0,500,0,10
3827,1304,35,0,804,0,0
2849,1741,75,0,297,0,0
1069,1823,76,0,434,0,0
1115,1425,27,0,529,18,0
2532,1273,282,0,275,0,0
2389,1974,155,6,604,0,0
4027,1954,108,0,628,106,76
1850,1306,101,0,362,0,0
1884,1309,203,0,453,0,0
3070,1906,0,0,311,0,0
1085,2355,59,0,188,0,0
2997,1239,102,0,383,0,15
2382,2777,156,0,500,0,9
3202,293,79,0,260,0,0
2460,750,109,6,551,0,0
2884,1269,214,35,1358,4,8
2052,1241,259,0,754,10,0
1492,849,356,0,1320,0,0
2294,1127,187,173,520,0,9
890,2091,45,0,466,0,0
2185,2254,295,68,706,1,0
1054,1152,181,0,584,0,0
3778,288,65,0,563,0,0
1172,1055,162,0,989,0,56
393,2573,85,72,364,0,12
528,3287,179,0,809,0,0
410,2354,186,9,530,8,0
139,1885,159,0,455,0,0
3940,599,202,0,380,0,0
2277,130,93,0,248,0,0
3102,525,53,14,199,0,15
4516,696,138,0,491,0,16
2345,1262,209,0,789,0,0
2775,1908,402,0,901,7,0
943,1867,135,0,118,0,14
2241,1600,271,0,877,32,0
2746,1184,202,37,487,0,0
404,2113,197,0,485,0,0
486,2497,76,0,701,0,0
647,1613,176,0,543,0,0
241,1470,459,0,434,14,24
554,2478,195,94,1389,0,0
364,1713,208,52,301,0,6
481,3258,29,0,538,0,0
1511,4004,318,63,939,0,0
,,,,,,
857,2701,151,0,647,0,0
195,2121,175,0,86,0,0
944,3509,325,0,697,0,0
240,1442,12,8,427,0,0
209,3690,137,0,238,0,0
348,2976,292,43,615,0,0
856,4108,418,0,310,0,0
667,2398,111,17,556,0,9
747,2592,490,0,235,7,0
20,1732,12,0,33,0,0
387,3784,125,0,138,0,9
1091,2835,144,0,484,0,0
1402,3056,356,57,427,0,31
577,3959,58,0,271,0,0
1330,1947,586,0,497,0,0
1522,2441,197,0,401,0,0
1127,1496,108,0,72,0,64
218,2549,20,0,63,0,0
198,2287,4,0,294,0,0
417,3596,392,0,503,0,0
230,2910,92,0,59,0,0
309,4058,246,0,147,0,0
182,4388,73,3,530,0,18
136,5771,44,0,184,0,0
146,2242,14,10,178,0,0
218,2654,46,0,198,0,0
247,3211,0,0,246,0,0
712,3173,152,0,427,0,0
268,2171,259,0,253,0,0
891,2304,84,0,330,0,24
150,2567,42,0,62,46,0
657,3765,405,0,658,0,9
263,2602,60,8,195,0,32
357,2133,222,0,213,0,0
381,3434,106,0,340,0,0
190,2477,30,0,368,0,57
177,3300,133,31,188,0,0
162,2679,66,12,123,16,0
540,3296,258,0,154,48,0
950,2413,246,0,236,0,13
1016,4302,553,0,357,0,0
770,4493,231,0,297,61,0
483,3159,574,44,224,0,0
431,3122,174,0,314,0,0
425,1409,172,7,144,0,0
406,1759,323,9,393,13,16
146,2646,237,12,351,0,36
570,4196,132,0,434,0,0
196,3710,12,9,265,0,0
299,2140,92,5,171,8,21
1917,2598,46,0,1446,0,0
1451,1101,13,0,1007,0,0
1699,1307,68,9,1340,0,35
1507,1092,29,0,920,10,0
1752,1589,125,4,918,0,0
2498,639,68,10,288,0,14
2894,421,226,0,470,0,0
1037,535,10,33,500,0,0
3113,603,43,0,541,43,0
1988,757,19,0,177,6,0
1511,931,107,0,593,0,0
2140,404,17,0,768,0,0
1389,349,33,0,532,0,0
1484,739,2,0,904,9,0
2088,386,7,0,157,3,0
2867,311,148,0,193,0,12
2728,302,103,0,191,0,6
2418,431,48,22,262,0,13
2801,300,201,0,170,20,0
2080,501,104,0,491,0,0
3467,384,17,0,283,0,0
3512,196,67,19,112,0,0
3033,2191,125,12,789,0,0
2628,774,199,22,254,0,0
2537,255,18,27,256,0,0
822,507,56,7,545,1,0
3256,258,43,0,142,0,0
2400,102,1,0,239,0,5
1537,1538,10,0,1301,0,66
1586,529,1,0,1398,0,0
715,571,15,0,560,4,0
1092,1252,10,0,342,0,47
2188,392,13,0,220,0,0
2249,1098,151,0,922,0,0
2838,143,10,0,553,0,0
2133,183,63,0,596,0,0
2116,221,19,0,186,39,0
805,1133,33,0,849,6,0
1819,624,0,0,620,0,0
2245,208,49,0,305,0,13
530,1822,94,16,753,0,8
2363,850,71,0,413,10,0
480,2020,52,0,506,0,0
287,1431,67,8,374,0,81
1367,1077,24,0,870,34,0
480,1859,40,0,322,0,0
633,1878,45,9,387,0,0
452,2397,133,0,309,0,49
307,1896,48,0,296,0,0
102,2429,27,0,551,0,16
124,2748,113,51,321,0,31
653,2909,291,0,205,0,0
475,2257,398,10,292,0,0
561,2733,94,34,199,0,0
128,1634,51,0,133,0,0
502,2808,351,28,293,0,13
547,3896,141,0,150,0,186
155,1399,145,0,170,0,0
107,1927,115,0,377,0,0
207,1885,108,0,239,0,0
965,3001,369,20,268,0,0
952,1592,54,39,149,0,0
642,1841,293,0,262,11,32
1046,3146,259,112,229,0,0
502,2093,134,0,536,23,0
407,1458,129,0,232,0,11
2064,1583,279,21,844,0,21
1668,1405,85,0,531,0,12
1609,1280,120,0,138,0,0
951,828,251,0,285,0,0
1292,1091,40,0,178,0,0
3002,684,260,5,173,0,8
2588,1018,208,0,316,0,15
1927,1368,259,0,179,0,0
875,1972,103,0,497,0,9
2388,1299,143,0,452,0,7
1466,2303,223,4,578,0,55
1058,760,83,0,691,0,0
912,692,81,0,174,0,32
1453,452,134,0,404,0,0
1245,445,56,0,644,0,0
3570,453,164,7,665,0,17
2578,499,147,0,699,0,0
3395,588,44,0,1327,0,53
3078,743,88,0,456,0,10
2076,421,69,0,420,0,0
1993,541,69,0,241,0,13
2899,656,145,0,284,0,15
2520,640,186,0,267,50,13
1209,987,184,0,141,0,0
861,2114,176,10,106,0,0
653,2165,122,0,172,0,0
303,1691,166,0,168,0,0
262,2031,173,0,60,20,0
423,1563,89,0,467,0,37
955,1832,85,0,648,0,4
1861,421,207,0,1625,0,0
1942,235,29,0,1482,0,193
3984,416,81,0,654,0,90
3553,423,237,22,533,28,34
2454,341,44,0,801,0,88
1813,430,153,0,848,11,0
415,2123,168,0,95,0,0
125,2868,63,0,303,10,0
155,2904,85,0,146,0,82
217,3143,39,0,150,0,19
425,1696,125,0,104,0,0
437,2621,34,20,270,0,32
135,1589,33,0,155,0,4
731,3202,141,0,673,0,0
472,1863,21,0,447,0,0
377,2437,70,0,314,0,0
1186,1631,12,0,598,11,0
846,2625,166,0,378,0,0
1817,1946,231,17,870,0,0
1894,761,30,25,453,0,98
3502,580,340,0,419,0,0
1561,428,20,0,172,10,0
1649,263,65,0,636,9,4
1028,1173,58,16,550,0,0
1321,601,91,0,310,0,0
1090,1165,16,0,140,0,0
431,1207,41,0,239,17,33
799,918,124,0,506,0,0
1978,243,14,0,1615,62,0
2049,1234,39,0,644,0,0
1318,2025,55,12,438,0,0
1814,927,202,3,491,0,7
2433,937,42,95,453,0,66
1177,567,4,0,741,0,0
1528,726,119,7,2738,33,0
3209,251,10,0,1590,0,0
2129,237,67,26,47,0,0
3203,97,61,0,988,0,0
2823,91,0,0,1356,0,51
2262,244,4,0,188,0,0
2511,597,108,11,484,13,25
3335,102,69,59,1109,19,0
2413,271,12,0,539,12,0
3138,41,2,0,1871,0,22
2363,18,26,0,481,0,0
2695,247,6,0,191,0,0
3672,139,92,0,492,0,0
2375,67,6,0,134,0,0
2553,231,41,0,320,0,0
971,708,477,0,1205,0,0
4143,276,189,41,350,0,46
3426,336,41,0,763,0,0
4502,354,12,15,464,0,0
3004,140,1,0,135,0,0
1504,93,4,0,220,5,0
1947,78,11,0,239,0,0
2629,234,28,0,206,0,0
4000,739,213,0,757,39,4
4140,47,0,19,244,0,0
4779,15,24,14,17,15,0
1493,57,240,0,290,0,0
2811,99,11,0,596,0,0
4580,59,4,0,58,0,0
3118,28,53,0,35,13,0
4483,19,25,0,10,0,0
4780,71,0,0,17,0,23
2821,49,0,0,7,0,0
3119,20,58,0,19,10,0
2665,28,3,0,44,0,0
2933,130,0,0,106,25,0
4885,99,0,19,124,0,0
1963,4,0,6,14,14,0
2515,64,90,0,67,0,0
4704,76,0,12,6,0,0
4420,239,0,0,131,0,0
4253,69,98,0,45,0,0
2278,147,0,10,10,0,0
2779,139,1,0,2,0,0
2455,103,0,0,0,0,0
3419,30,68,0,46,0,0
3347,24,23,0,92,0,0
1363,129,143,0,926,0,0
2756,1555,2590,32,209,32,50
237,1179,255,0,1343,0,0
3926,240,100,0,878,24,0
1971,193,103,0,176,0,0
641,438,551,9,1282,0,0
1309,1000,2794,57,68,33,0
604,588,141,0,1849,0,0
313,7,38,0,1992,0,0
143,80,39,21,1745,45,0
827,1911,895,13,664,0,33
525,1796,790,14,384,0,165
573,167,150,0,52,0,0
245,833,84,0,845,94,0
181,495,57,0,1462,0,0
408,1422,244,0,833,0,0
995,1290,330,0,1588,0,0
4717,519,175,0,1246,0,17
2195,24,0,10,34,0,0
3172,306,369,0,421,0,0
3695,81,83,0,970,10,0
2381,85,43,0,463,19,0
1308,100,8,0,1163,8,0
2913,194,153,0,578,0,0
1763,140,77,0,2031,0,15
2134,295,367,8,1661,0,21
1032,241,190,0,2380,0,0
3602,131,234,0,399,0,0
2271,207,189,0,704,12,0
1948,262,220,0,572,0,0
2153,30,14,0,40,0,0
3085,273,183,20,175,0,18
2993,131,62,0,323,0,0
3733,157,193,25,762,0,0
3220,19,26,4,107,14,0
1867,219,103,0,116,0,0
1199,690,192,15,659,0,0
3078,678,374,18,442,130,0
2697,181,375,18,524,0,12
3494,92,46,0,163,0,16
2449,249,158,0,715,0,0
1827,84,83,5,636,0,0
2024,16,60,0,322,0,0
2012,296,146,0,255,0,28
2658,15,50,0,152,11,0
2731,78,95,0,586,0,0
248,2564,92,10,1227,0,0
1198,497,223,0,3221,122,0
944,265,134,0,847,5,0
1301,456,143,34,836,0,0
2476,167,57,14,309,0,0
1841,205,83,0,504,0,31
3132,185,167,0,726,146,20
1931,200,150,0,699,0,42
937,223,126,0,1302,0,0
1523,350,151,0,1162,0,0
978,1560,102,0,2162,0,10
229,666,48,0,2008,0,0
