HouseHoldId,Tot_Housing_Units_ACS_10_14,Single_Unit_ACS_10_14,MLT_U2_9_STRC_ACS_10_14,MLT_U10p_ACS_10_14,Mobile_Homes_ACS_10_14
999,2448,1659,722,36,31
1000,779,670,84,25,0
1001,739,248,256,230,5
1002,1990,1091,721,178,0
1003,2161,1251,574,313,23
1004,2253,1187,997,69,0
1005,1504,1175,307,22,0
1006,2018,1164,652,202,0
1007,2617,1497,629,491,0
1008,1079,799,217,30,11
1009,1781,1282,431,44,24
1010,2684,2194,227,106,157
1011,908,617,177,96,18
1012,2367,1794,112,318,106
1013,2603,1743,502,80,242
1014,1020,900,74,17,29
1015,1922,1639,205,68,10
1016,1601,1296,127,178,0
1017,1084,269,331,484,0
1018,1460,1403,48,0,9
1019,3023,2012,384,617,10
1020,1480,1480,0,0,0
1021,2248,774,750,716,8
1022,1809,550,949,301,9
1023,1663,727,616,315,5
1024,1495,858,464,173,0
1025,1904,1126,353,177,248
1026,1870,999,741,130,0
1027,1506,971,468,67,0
1028,1798,1070,658,62,8
1029,2081,2066,0,0,15
1030,1672,1515,148,9,0
1031,2559,1630,379,515,35
1032,2138,1807,177,0,154
1033,1098,972,16,79,31
1034,1913,1118,488,244,63
1035,1569,809,426,102,212
1036,2505,1747,345,65,348
1037,1563,1223,177,128,35
1038,2565,1464,639,129,333
1039,2345,2017,181,35,112
1040,4623,4367,205,51,0
1041,1674,1439,41,0,194
1042,4376,3557,382,0,412
1043,777,777,0,0,0
1044,3032,2977,4,3,48
1045,2584,2474,22,0,88
1046,3586,3561,15,10,0
1047,578,333,17,0,228
1048,923,529,21,0,373
1049,1794,1549,0,33,212
1050,3157,2674,0,42,441
1051,1506,1278,119,0,100
1052,2465,1813,378,165,109
1053,1719,1583,110,21,5
1054,1187,855,30,0,302
1055,1832,1823,0,0,9
1056,4671,4488,66,95,22
1057,2809,2793,0,16,0
1058,1617,1598,19,0,0
1059,1256,1128,40,67,21
1060,1605,1387,185,33,0
1061,3905,3194,339,21,254
1062,895,849,25,0,7
1063,1014,752,122,22,118
1064,1748,1219,225,241,63
1065,2617,2592,0,0,25
1066,273,220,28,0,25
1067,1941,1840,18,21,50
1068,1543,1298,205,40,0
1069,1510,715,527,107,161
1070,392,300,19,7,66
1071,2087,1483,274,198,132
1072,0,0,0,0,0
1073,2173,1972,125,28,48
1074,1499,834,451,157,57
1075,1045,541,52,28,424
1076,0,0,0,0,0
1077,0,0,0,0,0
1078,2856,2585,85,1,185
1079,2015,1648,273,42,52
1080,957,791,131,6,29
1081,2622,1576,873,173,0
1082,1498,824,365,211,98
1083,2038,1961,70,7,0
1084,966,401,224,148,193
1085,2042,1719,245,48,30
1086,1183,723,94,67,285
1087,1615,1514,79,22,0
1088,4298,2799,98,37,1350
1089,2709,1144,74,43,1448
1090,3865,2124,55,19,1667
1091,837,317,515,5,0
1092,2919,1831,609,32,412
1093,2162,2006,143,13,0
1094,3792,2760,660,83,289
1095,3047,2136,630,187,94
1096,2908,1662,31,16,1163
1097,2256,1415,59,0,782
1098,3889,2898,846,145,0
1099,2192,1683,136,9,364
1100,1236,937,121,49,124
1101,785,745,35,5,0
1102,2204,2091,20,12,81
1103,3060,1767,380,303,610
1104,1594,1075,385,59,44
1105,0,0,0,0,0
1106,2255,1629,595,9,22
1107,991,553,0,0,435
1108,1570,1446,0,0,124
1109,2558,2089,72,0,397
1110,3073,2804,143,14,112
1111,3556,2585,559,146,213
1112,888,579,109,5,195
1113,1555,1343,0,0,198
1114,1068,819,62,19,168
1115,1794,1067,519,99,109
1116,1091,886,175,18,12
1117,2127,1610,334,27,156
1118,1482,862,308,197,115
1119,906,603,151,8,144
1120,1507,891,53,10,524
1121,1172,1034,5,0,133
1122,808,662,0,15,131
1123,1703,1367,336,0,0
1124,1902,1602,77,17,206
1125,1933,1308,270,213,142
1126,3523,2547,750,173,53
1127,2161,1280,529,322,30
1128,1625,1337,189,69,30
1129,3016,2778,53,185,0
1130,2475,1689,495,291,0
1131,2063,1872,96,59,36
1132,1711,1252,110,46,303
1133,1642,1293,187,128,34
1134,3134,1882,762,461,29
1135,1588,1250,113,109,95
1136,1362,797,465,92,0
1137,1704,1652,18,34,0
1138,1915,1272,333,139,162
1139,854,739,6,0,109
1140,1253,658,381,104,110
1141,834,747,69,11,7
1142,694,544,35,44,68
1143,1406,1198,65,72,71
1144,1259,992,50,0,217
1145,0,0,0,0,0
1146,2650,1674,679,90,207
1147,0,0,0,0,0
1148,1655,1297,9,10,328
1149,1682,1121,57,0,504
1150,2642,1699,456,141,346
1151,1884,1043,83,30,728
1152,1609,770,77,39,685
1153,3332,2505,81,21,725
1154,2905,1746,198,159,802
1155,2124,967,75,26,1056
1156,1484,867,162,37,406
1157,2299,1333,436,122,408
1158,3949,3251,93,15,590
1159,2443,1603,159,33,634
1160,2306,1962,0,0,333
1161,1655,990,0,0,665
1162,3607,3052,154,102,299
1163,939,771,3,7,158
1164,2258,1878,129,23,228
1165,1853,1510,57,29,257
1166,1643,977,235,268,154
1167,957,487,268,202,0
1168,1786,1418,191,166,11
1169,563,387,11,13,152
1170,1365,971,9,24,349
1171,1354,960,92,20,282
1172,1771,1295,185,291,0
1173,1349,1349,0,0,0
1174,2368,488,433,1447,0
1175,1261,697,263,301,0
1176,1571,1496,11,64,0
1177,1570,1322,110,138,0
1178,688,538,21,108,21
1179,1318,1065,72,124,6
1180,572,412,90,62,0
1181,1356,1037,194,84,41
1182,952,952,0,0,0
1183,1695,1600,0,88,7
1184,2274,1698,64,368,129
1185,1400,1369,21,10,0
1186,2524,1900,145,373,106
1187,842,834,8,0,0
1188,1523,687,355,347,125
1189,1380,665,81,541,93
1190,1198,1067,79,52,0
1191,896,881,4,0,11
1192,1079,678,37,348,16
1193,743,356,76,82,229
1194,935,924,6,5,0
1195,1266,1024,24,158,60
1196,711,706,5,0,0
1197,648,643,5,0,0
1198,632,486,36,85,14
1199,732,655,32,32,13
1200,772,738,26,0,8
1201,772,749,7,16,0
1202,909,408,221,280,0
1203,566,221,11,249,85
1204,1173,491,162,304,216
1205,1051,1051,0,0,0
1206,774,405,150,219,0
1207,599,356,6,237,0
1208,979,838,42,99,0
1209,1468,1468,0,0,0
1210,1427,1179,7,10,221
1211,1514,1498,16,0,0
1212,941,906,0,28,7
1213,1657,863,65,729,0
1214,841,837,0,0,4
1215,1140,683,160,262,35
1216,1568,1207,34,103,224
1217,916,288,72,545,11
1218,1019,245,104,670,0
1219,1619,1176,56,299,88
1220,1358,1079,8,9,262
1221,992,992,0,0,0
1222,1199,833,42,324,0
1223,796,796,0,0,0
1224,1115,1115,0,0,0
1225,1361,1361,0,0,0
1226,1221,1211,10,0,0
1227,981,974,7,0,0
1228,1024,534,158,207,125
1229,733,733,0,0,0
1230,784,757,23,4,0
1231,1327,1206,63,58,0
1232,808,808,0,0,0
1233,1261,1234,14,13,0
1234,1085,1069,16,0,0
1235,596,596,0,0,0
1236,1950,1915,10,0,25
1237,2288,1730,17,541,0
1238,746,440,5,18,283
1239,980,791,40,119,30
1240,920,920,0,0,0
1241,1095,896,28,0,171
1242,1088,881,15,192,0
1243,1315,1181,9,125,0
1244,1331,822,115,394,0
1245,924,765,4,155,0
1246,1327,1139,41,147,0
1247,1460,1352,0,108,0
1248,969,882,23,64,0
1249,1127,1117,0,10,0
1250,1954,1584,82,288,0
1251,1986,1986,0,0,0
1252,1346,973,148,225,0
1253,1509,1431,78,0,0
1254,2845,1163,144,1538,0
1255,1907,1012,49,846,0
1256,2820,1234,199,1387,0
1257,1152,1116,36,0,0
1258,977,977,0,0,0
1259,1647,1401,128,12,106
1260,1104,816,47,241,0
1261,1678,1113,84,462,0
1262,832,800,0,32,0
1263,1416,1376,0,40,0
1264,2509,684,185,1460,180
1265,1637,470,25,768,374
1266,797,439,5,0,353
1267,1497,826,9,455,175
1268,886,651,18,217,0
1269,1380,1138,0,6,236
1270,2456,580,142,1734,0
1271,1392,1355,10,19,8
1272,1802,1499,53,250,0
1273,2089,505,451,1133,0
1274,2223,1067,13,1143,0
1275,1725,1676,8,32,9
1276,57,0,16,41,0
1277,2060,532,48,1480,0
1278,2879,719,78,2082,0
1279,1928,1111,26,791,0
1280,1737,977,29,510,204
1281,1050,432,261,357,0
1282,2075,779,247,1045,4
1283,1071,347,207,517,0
1284,884,627,55,202,0
1285,1363,912,59,392,0
1286,829,671,16,142,0
1287,1197,448,58,691,0
1288,706,701,5,0,0
1289,1263,1257,0,6,0
1290,1765,1471,8,256,0
1291,1043,1027,0,8,8
1292,1343,1176,6,161,0
1293,876,0,25,851,0
1294,919,12,50,857,0
1295,898,168,87,643,0
1296,1052,208,144,700,0
1297,1006,163,183,660,0
1298,1587,309,195,1072,11
1299,1004,998,0,0,6
1300,1536,1382,14,116,0
1301,898,821,30,26,21
1302,1038,880,29,129,0
1303,1133,425,84,624,0
1304,1185,407,52,726,0
1305,996,39,31,926,0
1306,812,329,75,408,0
1307,769,306,61,389,0
1308,1145,1122,0,23,0
1309,1329,1260,43,26,0
1310,1453,1307,21,125,0
1311,1241,1097,24,120,0
1312,716,583,50,78,5
1313,1155,276,166,713,0
1314,733,63,91,579,0
1315,860,49,75,736,0
1316,775,167,35,573,0
1317,890,416,45,421,8
1318,1167,137,56,974,0
1319,1039,136,80,815,0
1320,1353,260,61,1032,0
1321,1507,1340,150,10,7
1322,2052,819,69,1164,0
1323,1339,1169,0,148,22
1324,1058,703,36,319,0
1325,972,323,55,594,0
1326,756,741,0,15,0
1327,813,672,0,103,38
1328,556,540,0,13,3
1329,1263,526,126,611,0
1330,850,850,0,0,0
1331,1201,462,54,685,0
1332,768,734,0,6,28
1333,1197,925,0,115,157
1334,1577,1424,0,118,35
1335,1138,724,19,395,0
1336,750,442,31,277,0
1337,659,195,55,352,57
1338,959,762,189,8,0
1339,1162,148,229,763,22
1340,1390,568,216,606,0
1341,1063,441,393,229,0
1342,809,612,145,52,0
1343,1582,569,220,793,0
1344,1665,555,443,667,0
1345,1096,389,269,438,0
1346,1078,282,507,279,10
1347,748,254,404,87,3
1348,887,283,379,225,0
1349,1593,781,149,648,15
1350,936,377,159,385,11
1351,1752,346,527,862,17
1352,1279,346,287,635,11
1353,1435,560,213,662,0
1354,1624,680,155,789,0
1355,878,492,91,295,0
1356,1906,673,201,1032,0
1357,1339,646,190,503,0
1358,1556,981,191,384,0
1359,2443,967,318,1158,0
1360,1536,607,173,756,0
1361,1130,508,95,527,0
1362,2160,1300,250,610,0
1363,1467,478,567,422,0
1364,608,333,126,149,0
1365,1023,142,303,578,0
1366,926,262,132,532,0
1367,1148,837,184,127,0
1368,904,345,497,62,0
1369,1075,351,326,398,0
1370,1388,631,545,194,18
1371,1648,717,250,666,15
1372,1264,815,194,255,0
1373,1414,812,156,446,0
1374,2257,1030,322,905,0
1375,1624,196,144,1284,0
1376,1743,133,450,1160,0
1377,2955,777,571,1607,0
1378,1752,600,583,569,0
1379,2088,448,399,1241,0
1380,2774,107,506,2132,29
1381,2356,66,310,1958,22
1382,2078,337,665,1076,0
1383,1695,478,431,786,0
1384,1872,359,508,1005,0
1385,1321,725,74,522,0
1386,1548,477,32,1039,0
1387,1153,247,319,482,94
1388,1239,458,100,681,0
1389,1911,634,52,1225,0
1390,1691,412,216,1063,0
1391,1773,652,18,1076,0
1392,1863,523,182,1148,10
1393,1329,32,51,1246,0
1394,933,248,242,435,8
1395,1231,212,132,887,0
1396,1112,252,70,790,0
1397,1128,572,50,506,0
1398,1166,681,70,415,0
1399,1179,270,95,814,0
1400,1375,484,170,721,0
1401,1634,442,65,1127,0
1402,1234,517,39,678,0
1403,1275,326,353,596,0
1404,1537,302,115,1120,0
1405,1330,574,298,458,0
1406,1282,624,216,442,0
1407,1529,425,315,789,0
1408,1572,283,553,736,0
1409,1213,487,137,589,0
1410,1502,342,425,735,0
1411,1129,93,428,608,0
1412,1746,1001,246,499,0
1413,2102,833,201,1034,34
1414,1721,418,270,1033,0
1415,1427,802,302,313,10
1416,2888,906,227,1755,0
1417,1915,331,46,1524,0
1418,2174,763,141,1270,0
1419,1834,900,305,629,0
1420,2092,553,42,1497,0
1421,1653,1196,73,384,0
1422,1079,1017,43,0,19
1423,1221,1115,0,106,0
1424,1205,1187,0,0,18
1425,1939,1140,105,694,0
1426,1528,1488,7,33,0
1427,1767,663,84,1020,0
1428,1278,749,15,514,0
1429,1679,949,227,503,0
1430,1385,1343,19,23,0
1431,1173,911,0,262,0
1432,1119,989,78,52,0
1433,1555,794,178,583,0
1434,2125,1072,178,556,258
1435,2448,915,51,1482,0
1436,1161,868,80,213,0
1437,1321,473,373,320,155
1438,1496,1008,9,479,0
1439,1324,1024,29,271,0
1440,1295,1149,11,135,0
1441,2112,1105,69,938,0
1442,982,466,119,397,0
1443,1079,658,9,412,0
1444,1511,1043,0,438,30
1445,1368,936,25,390,0
1446,1419,640,107,672,0
1447,1247,1033,0,214,0
1448,1242,1233,0,9,0
1449,1852,1418,136,298,0
1450,967,702,7,258,0
1451,1110,8,32,1070,0
1452,1262,330,61,871,0
1453,1411,1398,13,0,0
1454,1633,1576,15,42,0
1455,1283,1133,0,150,0
1456,956,951,0,5,0
1457,1930,298,121,1511,0
1458,723,205,113,395,10
1459,1384,556,47,781,0
1460,1649,413,0,1236,0
1461,1674,806,55,813,0
1462,1930,1681,62,187,0
1463,1180,898,142,140,0
1464,2464,15,28,2421,0
1465,1488,841,244,403,0
1466,1895,144,64,1687,0
1467,1268,1210,17,41,0
1468,1206,921,72,206,7
1469,1475,277,378,820,0
1470,2847,352,38,2457,0
1471,917,766,25,126,0
1472,1511,1504,0,7,0
1473,2533,2400,113,0,20
1474,0,0,0,0,0
1475,2527,451,220,1856,0
1476,1073,1068,5,0,0
1477,2385,1291,209,871,14
1478,794,794,0,0,0
1479,1613,1613,0,0,0
1480,1694,1583,38,73,0
1481,2200,1793,89,318,0
1482,1788,788,68,932,0
1483,1967,1648,117,202,0
1484,711,711,0,0,0
1485,1907,1885,0,22,0
1486,2207,1407,0,800,0
1487,2464,1257,89,1118,0
1488,1723,1612,0,111,0
1489,2083,141,89,1853,0
1490,2013,197,81,1725,10
1491,1328,303,25,1000,0
1492,940,881,59,0,0
1493,1263,985,0,278,0
1494,2734,346,67,2321,0
1495,1866,171,71,1615,9
1496,2323,851,0,1456,16
1497,2084,1625,19,440,0
1498,2375,2366,0,9,0
1499,1003,997,0,0,6
1500,1333,1333,0,0,0
1501,1416,1390,26,0,0
1502,2434,574,388,1472,0
1503,1446,684,180,582,0
1504,1978,295,335,1348,0
1505,1513,468,293,752,0
1506,3138,684,243,2211,0
1507,1815,98,15,1702,0
1508,1584,463,333,788,0
1509,2096,1253,60,783,0
1510,1149,1137,0,12,0
1511,1740,1731,0,9,0
1512,1343,1315,0,16,12
1513,2345,796,389,1160,0
1514,2180,394,372,1414,0
1515,3241,1378,433,1430,0
1516,3159,1186,596,1377,0
1517,2338,906,475,943,14
1518,2276,661,392,1223,0
1519,1374,342,115,917,0
1520,2229,51,119,2059,0
1521,2116,1686,9,421,0
1522,2568,1520,487,548,13
1523,1715,1656,6,53,0
1524,1360,728,111,521,0
1525,2389,2154,50,173,12
1526,1354,1128,190,36,0
1527,1707,783,257,627,40
1528,1319,1220,92,0,7
1529,1060,807,221,32,0
1530,1363,1139,75,149,0
1531,1473,471,446,556,0
1532,794,580,112,102,0
1533,1185,840,138,199,8
1534,1078,735,256,87,0
1535,1373,960,92,321,0
1536,1052,871,151,30,0
1537,853,747,79,27,0
1538,1002,508,316,174,4
1539,803,759,44,0,0
1540,1114,547,181,386,0
1541,1033,491,162,380,0
1542,1020,611,263,146,0
1543,1372,523,335,514,0
1544,1142,648,113,322,59
1545,1332,416,393,523,0
1546,1077,281,304,492,0
1547,2281,1582,271,428,0
1548,1427,988,191,248,0
1549,934,739,163,32,0
1550,765,704,61,0,0
1551,888,611,232,35,10
1552,939,586,212,121,20
1553,1834,1344,369,121,0
1554,1201,514,89,598,0
1555,739,437,86,216,0
1556,1115,1061,30,24,0
1557,958,413,188,357,0
1558,1851,1522,230,99,0
1559,1049,290,270,489,0
1560,862,644,140,71,7
1561,746,424,141,181,0
1562,1273,869,352,52,0
1563,1227,672,356,187,12
1564,898,639,195,53,11
1565,1615,839,554,222,0
1566,1833,809,415,609,0
1567,2007,396,546,1065,0
1568,1294,608,146,502,38
1569,1492,1189,297,6,0
1570,1505,394,468,643,0
1571,2023,232,439,1352,0
1572,2014,210,581,1223,0
1573,1286,607,504,175,0
1574,1403,1310,80,13,0
1575,2043,1298,522,223,0
1576,2933,417,496,2002,18
1577,2335,902,253,1180,0
1578,2603,1046,260,1297,0
1579,1540,582,218,740,0
1580,2607,502,238,1867,0
1581,3249,74,707,2468,0
1582,1585,32,10,1543,0
1583,1649,17,102,1530,0
1584,1538,122,83,1333,0
1585,3031,171,409,2451,0
1586,1601,19,206,1376,0
1587,2516,0,58,2458,0
1588,2844,143,354,2347,0
1589,1852,102,150,1600,0
1590,1418,27,119,1272,0
1591,1770,65,133,1572,0
1592,1683,159,273,1251,0
1593,2107,192,265,1650,0
1594,1496,88,236,1172,0
1595,1434,230,269,935,0
1596,1582,161,515,906,0
1597,1727,195,904,628,0
1598,2192,217,162,1813,0
1599,1210,196,298,716,0
1600,1646,369,546,731,0
1601,1764,164,521,1060,19
1602,1282,268,259,755,0
1603,880,258,284,338,0
1604,999,219,258,522,0
1605,1068,141,357,570,0
1606,1797,207,348,1242,0
1607,1226,238,312,676,0
1608,1807,294,461,1052,0
1609,1541,428,589,524,0
1610,1225,152,236,837,0
1611,1342,127,561,639,0
1612,1395,316,263,816,0
1613,1399,121,713,546,19
1614,1349,79,576,694,0
1615,1908,159,276,1430,0
1616,1593,630,395,568,0
1617,1357,271,466,608,0
1618,1489,647,729,113,0
1619,1730,490,70,1170,0
1620,1885,755,444,661,25
1621,1398,216,599,583,0
1622,1249,407,353,489,0
1623,1653,239,473,941,0
1624,1600,178,551,864,7
1625,1364,95,344,925,0
1626,1146,216,420,510,0
1627,1912,605,94,1213,0
1628,1644,1419,52,173,0
1629,1990,1815,54,83,38
1630,1752,1574,93,61,24
1631,1408,324,654,430,0
1632,2216,265,571,1380,0
1633,1040,574,224,239,3
1634,2227,1533,416,278,0
1635,1666,463,634,569,0
1636,1550,1170,315,65,0
1637,1603,630,652,321,0
1638,2459,1197,628,634,0
1639,2423,1394,845,158,0
1640,1255,629,395,231,0
1641,1376,300,429,640,7
1642,917,268,389,260,0
1643,955,404,309,242,0
1644,1264,450,572,213,29
1645,1140,425,581,134,0
1646,1183,283,455,445,0
1647,1031,414,366,251,0
1648,1009,385,319,305,0
1649,1201,981,192,28,0
1650,1812,936,605,262,9
1651,1782,1308,350,114,0
1652,1417,717,382,318,0
1653,1705,511,876,318,0
1654,1008,247,528,233,0
1655,1910,334,873,703,0
1656,1730,594,316,802,18
1657,796,616,72,90,13
1658,1123,440,289,394,0
1659,1236,439,474,323,0
1660,866,715,102,49,0
1661,1328,1092,230,6,0
1662,1368,775,491,102,0
1663,1125,571,329,225,0
1664,1569,905,551,91,22
1665,825,423,205,197,0
1666,782,657,56,64,5
1667,1348,767,259,322,0
1668,757,518,235,4,0
1669,1064,778,149,137,0
1670,1973,443,65,1465,0
1671,1381,825,218,338,0
1672,1433,1184,131,118,0
1673,1612,1260,224,128,0
1674,965,576,190,199,0
1675,637,553,75,9,0
1676,683,539,122,22,0
1677,871,808,63,0,0
1678,1468,925,136,396,11
1679,1243,501,580,162,0
1680,1343,768,272,303,0
1681,479,173,161,139,6
1682,1050,533,286,231,0
1683,1425,767,395,248,15
1684,854,519,242,82,11
1685,1111,602,387,122,0
1686,1122,787,240,76,19
1687,770,584,173,13,0
1688,876,679,154,43,0
1689,726,529,175,6,16
1690,937,457,216,258,6
1691,1322,783,305,234,0
1692,646,348,195,103,0
1693,909,239,263,407,0
1694,1115,692,248,175,0
1695,1255,923,263,62,7
1696,1222,944,148,114,16
1697,572,504,53,15,0
1698,759,605,130,18,6
1699,643,623,6,14,0
1700,880,26,484,370,0
1701,952,225,439,288,0
1702,1056,340,347,369,0
1703,230,13,0,217,0
1704,1927,98,26,1786,0
1705,1715,394,593,728,0
1706,794,43,260,491,0
1707,1941,49,23,1869,0
1708,2553,54,78,2421,0
1709,1651,100,215,1336,0
1710,1012,17,137,858,0
1711,811,116,311,384,0
1712,3770,12,34,3724,0
1713,3347,13,103,3231,0
1714,24,8,12,4,0
1715,1549,32,0,1517,0
1716,1964,0,52,1912,0
1717,2356,43,0,2313,0
1718,2747,29,39,2679,0
1719,2425,404,483,1538,0
1720,549,90,145,314,0
1721,1584,200,489,895,0
1722,1489,107,163,1204,15
1723,853,247,423,183,0
1724,891,138,297,444,12
1725,1305,129,424,752,0
1726,1488,235,337,916,0
1727,1802,187,208,1407,0
1728,2048,0,87,1961,0
1729,1627,55,116,1456,0
1730,1331,13,96,1222,0
1731,1449,47,329,1073,0
1732,664,9,19,625,0
1733,1244,19,77,1148,0
1734,1332,55,161,1116,0
1735,1999,28,31,1940,0
1736,1071,36,170,865,0
1737,939,25,78,836,0
1738,1658,19,21,1618,0
1739,2211,106,238,1853,0
1740,1529,108,120,1301,0
1741,1268,29,42,1197,0
1742,1336,17,104,1215,0
1743,1082,19,132,931,0
1744,1009,77,133,799,0
1745,780,41,145,594,0
1746,860,224,229,407,0
1747,1273,136,242,895,0
1748,1748,1230,77,382,59
1749,2698,0,174,2515,9
1750,980,93,203,684,0
1751,1365,65,231,1069,0
1752,974,52,463,459,0
1753,1016,62,393,550,11
1754,1376,51,354,971,0
1755,1293,79,338,876,0
1756,1214,197,148,869,0
1757,1420,377,100,943,0
1758,1917,793,435,684,5
1759,1235,318,67,850,0
1760,2131,42,247,1826,16
1761,1750,0,134,1616,0
1762,2392,0,24,2368,0
1763,1695,0,11,1684,0
1764,1379,64,236,1079,0
1765,1894,7,161,1726,0
1766,1101,12,61,1028,0
1767,1456,0,160,1296,0
1768,1334,10,78,1246,0
1769,1284,0,59,1225,0
1770,1256,24,344,888,0
1771,1121,54,18,1018,31
1772,1301,69,113,1119,0
1773,1318,0,30,1288,0
1774,886,15,57,814,0
1775,1111,70,150,891,0
1776,1243,67,335,841,0
1777,1788,12,54,1722,0
1778,1292,26,290,976,0
1779,1024,25,117,882,0
1780,1352,27,131,1194,0
1781,1959,138,237,1578,6
1782,1881,149,483,1249,0
1783,828,407,175,246,0
1784,1535,468,411,656,0
1785,1452,735,532,185,0
1786,1579,191,576,812,0
1787,1019,305,119,595,0
1788,1616,133,391,1085,7
1789,1378,328,512,530,8
1790,1188,148,646,394,0
1791,1051,140,565,341,0
1792,1776,71,127,1578,0
1793,1685,112,505,1068,0
1794,1395,837,503,55,0
1795,1798,566,982,250,0
1796,1851,25,1571,255,0
1797,1671,188,213,1270,0
1798,2818,109,231,2437,41
1799,1645,144,130,1371,0
1800,1403,405,626,372,0
1801,1318,453,575,290,0
1802,1517,355,788,374,0
1803,2293,204,159,1930,0
1804,1693,144,313,1236,0
1805,1750,28,307,1415,0
1806,2211,24,516,1671,0
1807,1155,799,317,39,0
1808,2770,540,1024,1181,25
1809,2550,939,1031,580,0
1810,2371,26,1615,730,0
1811,1528,76,804,648,0
1812,1753,625,810,318,0
1813,1600,527,839,234,0
1814,2631,1110,1114,407,0
1815,1097,439,399,259,0
1816,2409,402,1556,451,0
1817,2532,803,1547,182,0
1818,1666,500,990,176,0
1819,1243,372,521,350,0
1820,1498,323,1005,170,0
1821,1265,398,573,294,0
1822,1605,654,632,319,0
1823,2228,935,1055,238,0
1824,1553,697,583,273,0
1825,1077,487,504,86,0
1826,1148,600,513,35,0
1827,891,523,216,124,28
1828,854,264,159,431,0
1829,942,400,391,151,0
1830,2216,623,663,930,0
1831,864,749,115,0,0
1832,1477,1114,241,122,0
1833,1528,723,575,202,28
1834,779,570,183,26,0
1835,1526,984,427,92,23
1836,1022,487,431,104,0
1837,1493,692,723,78,0
1838,1259,702,494,63,0
1839,2154,1032,790,299,33
1840,1060,436,298,305,10
1841,1116,221,344,536,15
1842,879,158,512,209,0
1843,897,216,572,101,8
1844,1062,307,358,397,0
1845,1372,187,524,661,0
1846,815,94,293,428,0
1847,1155,36,252,867,0
1848,1401,314,285,802,0
1849,936,293,201,442,0
1850,1313,420,277,616,0
1851,955,455,311,189,0
1852,866,259,352,255,0
1853,947,425,336,186,0
1854,970,265,247,458,0
1855,1055,112,359,584,0
1856,991,251,145,595,0
1857,895,796,99,0,0
1858,1341,1048,293,0,0
1859,1211,729,413,69,0
1860,1246,424,501,321,0
